"Station ID","Company Name","Location","Industry Domain","Preferred Branches","Stipend (UG)","Stipend (PG)","Facilities (Raw)","Projects","Have Accommodation?"
"5231","Altair - Software Development","Bangalore","Mechanical","A4 , A7 , AA , Any","21500","0","StationFacilitiesId: 9673
RemarkforAccommodation: 
ContactDetailsForBoys: 
StartTime:  9:00AM
ToOffice: -
Stationary: -
FacultyId: 0
ContactDetailsForGirls: 
Accomodation: Students to make their own arrangements
OnOffice: -
Travel: -
StationAddress: 
AccomAddressforBoys: 
CompanyId: 4934
TillTime:  5:00PM
FieldDA: -
Weekdays: 
OtherInfo: -
Stipend: 21500
StipendForPG: 0
AccomAddressforGirls: 
Status: Active
Medical: -
FieldTA: -
SubsidizedLunch: -","Project: 0
Title: Global Academic Program-CAE[Electronics and Electromagnetics]
Description: 1. Trainee will learn Altair CAE software relevant for Electromagnetic simulation such as Feko, WinProp, NewFASANT, etc. in an accelerated manner and apply the software in academic projects, the design of student competition electric vehicles (such as the SEM electric car) and any other demonstrable engineering products.
2. Develop Training materials and Knowledge base for the Altair products as per requirement (domain specific) Updating existing training material (Training Videos, tutorials etc.) to share learning and enable other students to be able to use the tools. Write technical chapters and edit eBooks on theory and practical aspects of Technical topics.
3. Creating demonstrators like drones, and help students design electric vehicles, and mechatronic devices, etc.
4. Support student teams in all student competitions especially – Shell Eco-Marathon, Electric Formula SAE, Baja Electric SAE, Global Solar Challenge, Vertical Flight Society, Hyperloop etc.
5. Interact with students and academic users of Altair tools worldwide, including student teams, hold workshops webinars and trainings for them. Etc.
Skills:  ACYUT/ROBOCON/BAJA/FSAE project experience , electromagnetic simulation , Mechatronics , Robotics
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Enterprise Computing -  HPC (High Performance Computing)
Description: • Build sophisticated technology for the PBS Professional product based on customer-driven requirements (aka “design solutions”).
• Write and shepherd designs through the entire software development process, from requirements and use cases to shipping product (aka “write code”).
• Apply best practices in software engineering, delivering projects on time, on budget, and with excellent quality.
Skills: C , Docker , Linux , Python , ability to learn, adapt and deliver , Ability to work under pressure  , Passion for building quality software
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: OptiStruct Solver 
Description: 1. Strong Fundamental knowledge on Mechanical Engineering Design
2. FEA Knowledge and Hands on skills in HyperMesh, Optistruct etc.
3. Good Communication and Team player and Strong Desire to Learn and Improvise.
Skills: FEA , FEM , Hypermesh , Optistruct , ability to learn, adapt and deliver , communication skill , Excellent Communication skills , Good Communication & negotiation skill , Result Focus, and Willingness to Learn
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 3
Title: Software Testing
Description: • Basic knowledge of SQA methodologies and practices.
• Experience working with web and desktop applications.
• Solid understanding of SQL, relational databases such as Oracle and Microsoft SQL Server.
• Ability to independently determine and develop approaches to complex problems.
• Experience working in Microsoft Windows and Java environments.
• Strong organizational skills and detail oriented
• Demonstrates an extreme attention to detail.
• Excellent written and verbal communication, team and people skills.
• Can work both independently and as a cross-functional team member.
• Ability to manage multiple assignments simultaneously and shift priorities as needed.
• Programming skills in Python, Java and C++.
Skills: C++ , cyber security , Data Science , Java  , Python , Software Development & Testing , Ability to multi-task , Attention to details , Strong Team Player,Quick Learner
Students Required: 3
Min CGPA: 0
Max CGPA: 0

Project: 4
Title: Digital Marketing Intern
Description: Responsible for On-page SEO activities and create title tags and meta tags for the websites.
Assist in Keyword discovery and content optimization.
Optimize blog content with the right keywords and relevant links and meta tags.
Analyze the website and identify SEO opportunities. Get an experience to work in SEO tools like SEMrush, HubSpot and Google Analytics.
Optimize YouTube videos with SEO friendly titles and description. Identify new YouTube marketing opportunities.
Implement a Quora marketing strategy by regularly answering industry/ product related questions and improving engagement and brand awareness.
Analyse and prepare website performance reports.
Create and implement Google Ads PPC campaigns.
Skills: Digital Marketing , SEO
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 5
Title: Enterprise Application Development
Description: • At least 2 years of experience in enterprise application software development
• Experience working with databases, HTML, CSS, JavaScript
• Development experience in Java, Perl, Python, or PHP
• Experience using JavaScript libraries like JQuery, ExtJS or AngularJS
• Experience in following the Agile development life-cycle
• Experience with third party or developing custom API using REST, SOAP, etc.
• Experience in implementing SaaS or COTS solutions to replace existing legacy applications
Skills: CSS , Databases , HTML , Java  , java script , Perl or Python , PHP
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 6
Title: Full Stack Development 
Description: • Experience working with databases, HTML, CSS, JavaScript
• Development experience in Java, Perl or PHP
• Experience using JavaScript libraries like JQuery, ExtJS, YUI or AngularJS
• Experience in Agile methodologies is a plus
• Experience with REST, SOAP and SOA is a plus
Skills: CSS , HTML , Java/Python , Javascript , ReactJS , Redux , Typescript
Students Required: 4
Min CGPA: 0
Max CGPA: 0","No"
"5142","ANS Commerce - Business Growth & Product","Gurgaon","Finance and Mgmt","Any","8000","0","StipendForPG: 0
AccomAddressforBoys: 
Accomodation: -
FieldDA: -
SubsidizedLunch: -
RemarkforAccommodation: 
ContactDetailsForBoys: 
StationAddress: ANS Business Growth, Gurgaon
OnOffice: -
ToOffice: -
FieldTA: -
Stipend: 8000
FacultyId: 722
ContactDetailsForGirls: 
CompanyId: 4845
TillTime:  5:00PM
Weekdays: 
Stationary: -
Travel: -
OtherInfo: 8k
StationFacilitiesId: 9602
AccomAddressforGirls: 
StartTime:  9:00AM
Status: Active
Medical: -","Project: 0
Title: Business development
Description: 1. Business-I Description: Interns will be interacting with leading brands across sectors, analyzing data, and suggesting process improvement. 
Skill Set: Basic knowledge of excel, good comm skills

2. Business-II :Description: Interns will be interacting with leading brands across sectors, analyzing data, and suggesting process improvement. 
Proficient in MS Office (Excel and Powerpoint. Eager to learn. MS Office, Good Comm skills
Skillset: MS Office, Good Comm skills

Skills:  - 
Students Required: 6
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Marketing
Description: Communication, Reasoning & Quantitative, Basic understanding of tool: Google Analytics, Facebook
Bussiness, Google Adwords is plus.
Skills:  - 
Students Required: 4
Min CGPA: 0
Max CGPA: 0","No"
"6096","American Express - AI Labs","Gurgaon","IT","A3 , A7","100000","0","FieldDA: -
Medical: -
Weekdays: 
FacultyId: 0
StipendForPG: 0
ContactDetailsForBoys: 
TillTime:  5:00PM
Accomodation: Students to make their own arrangements
OtherInfo: -
Travel: -
Stipend: 100000
AccomAddressforBoys: 
AccomAddressforGirls: 
StartTime:  9:00AM
OnOffice: -
FieldTA: -
SubsidizedLunch: -
RemarkforAccommodation: 
ContactDetailsForGirls: 
CompanyId: 5797
Status: Active
ToOffice: -
StationFacilitiesId: 9644
Stationary: -
StationAddress: Gurgaon","Project: 0
Title: Deploy End-to End ML/AI Workflow: From Notebook to Kubeflow pipelines
Description: Ai Labs MLops capability powers production AI applications with best in class ML/AI workflows. It’s a central platform to build, deploy, monitor, manage, and govern all models in production.
Goal of this project is enable simple, portable, and scalable deployments of machine learning (ML) workflows on Kubernetes based environment. Expose services to deploy best-of-breed OS systems for ML to diverse infrastructures (On-prem/Cloud)
* Any other requirements : Optional but beneficial prerequisites:
Experience in building APIs, participation in UI/ UX projects or similar experience is helpful
* Expected learning : Platform architecture, understanding of BigData applications in real world scenarios*Other soft skill :Good Verbal/Written Comm
Skills: AI and ML , Algorithms , Big Data Architecture , Pyspark
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Building scalable AI solutions
Description: American Express is a data driven organization where impactful decisions regarding our clients are driven by machine learning models. The project focuses on deriving insights from diverse large-scale datasets to drive critical decisions and customer interactions using machine learning methods and systems. Research areas includes natural language understanding, decision optimization and representation learning *Other soft skill :Good Verbal/Written Comm* Any other requirements: Optional but beneficial prerequisites:
Courses done on NLP / ML / DL / AI / Algorithms will be helpful
Prior experience with ML and DL models and solving problems using data
Expected learning : AI/ML prototype development, understanding applicability of Trusted AI techniques to finance domain use-cases 
Skills: Machine Learning, Deep Learning , Natural Language Processing , Phython
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: Next-Gen Document AI Solutions for Driving Efficiencies in Financial Business Processes
Description: This project will apply state-of-the-art OCR, information extraction, machine learning and deep learning methods that accelerate processing of variety of documents. The idea is to build AI assistive capabilities that can augment human capacity*Other soft skill :Good Verbal/Written Comm* Expected learning : AI/ML prototype development, Use of ML/DL in document processing, Use cases of Document AI in financial services 
Skills: DL , ML , Python
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 3
Title: Third-party ML products benchmarking
Description: As Cloud technologies are becoming more instrumental in enabling large scale analytics and Machine Learning, there is a growing number of companies which have developed products intended to solve needs for ML in the Cloud.  The aim of this project is to perform a comprehensive analysis of such products and provide recommendations on how they can help Amex overcome some of the challenges they have today with respect to Modeling activities.* Other soft skill : Good Verbal/Written Comm* Good Verbal/Written Comm: Optional but beneficial prerequisites:
Courses done on NLP / ML / DL / AI / Algorithms will be helpful
Prior experience with ML and DL models Participation in relevant research competitions 
* Expected learning : AI/ML prototype development, understanding applicability of Trusted AI techniques to finance domain use-cases 
Skills: DL , ML , Python
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 4
Title: Intuitive and accurate explanations for AI models
Description: Many of the AI models developed in recent years are very complex involving a lot of tunable parameters. These models are more accurate but cannot provide any intuitive explanations on how it works. There is a need to develop models and algorithms to make the predictions made by these models interpretable yet faithful to the original complex model. This project would involve developing models and algorithms that provide intuitive interpretations for the predictions made by the complex model.*Expected learning :Use of algorithms / ML / optimization in Finance, hands-on programming experience in ML*Other soft skill :Good Verbal/Written Comm
Skills: AI and ML , Python , Statistics
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 5
Title: AI Labs - Feature Store
Description: AI Labs MLops capability powers production AI applications with best in class ML/AI workflows. It’s a central platform to build, deploy, monitor, manage, and govern all models in production.
Goal of this project is to develop a feature store which 
-	defines the data collection and transformations for both batch and real-time scenarios
-	processes features automatically without manual involvement
-	serves the features from a shared catalog for ML training, serving, and data governance applications
-	has capability to onboard data models with appropriate metadata information
Feature store has to extend beyond traditional analytics and enable advanced transformations on unstructured data and complex layouts.
*Any other requirements: Optional but beneficial prerequisites:
Experience in building APIs, participation in UI/ UX projects or similar experience is helpful
* Expected learning : Platform architecture, understanding of BigData applications in real world scenarios
Skills: AI and ML , Algorithms , Big Data Architecture , Pyspark , Spark
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 6
Title: Building Trust in AI solutions for Unstructured Data 
Description: AI solutions are ubiquitous. Gauging trustworthiness of these solutions is challenging, more so for unstructured data models. This project will explore various Trusted AI solutions (open / licenses / in-house), their applicability to existing Amex unstructured data models, and build toolkits to support our first-line and second-line modelers. * Other soft skill  : Good Verbal/Written Comm* Any other requirements:Optional but beneficial prerequisites:
Courses done on NLP / ML / DL / AI / Algorithms will be helpful
Prior experience with ML and DL models Participation in relevant research competitions 
*Expected learning :AI/ML prototype development, understanding applicability of Trusted AI techniques to finance domain use-cases 
Skills: DL , ML , Python
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"4100","American Express - Credit & Fraud Risk (Capabilities)","Gurgaon","IT","A3 , A7 , AA , Any , C6","100000","0","Stationary: -
Weekdays: 
FacultyId: 0
ContactDetailsForGirls: 
TillTime:  5:00PM
Medical: -
OnOffice: -
FieldTA: -
StationFacilitiesId: 9645
AccomAddressforGirls: 
Status: Active
Accomodation: Students to make their own arrangements
OtherInfo: -
StipendForPG: 0
AccomAddressforBoys: 
SubsidizedLunch: -
Travel: -
StartTime:  9:00AM
ToOffice: -
FieldDA: -
StationAddress: 
Stipend: 100000
RemarkforAccommodation: 
ContactDetailsForBoys: 
CompanyId: 3814","Project: 0
Title: Automated capability to calculate variables offline for historical vintages
Description: Set up an automated capability to create variables offline using data in hive tables by leveraging the existing Java codes. These offline variables would help us in creating modeling data, performing user acceptance testing (UAT) for data ingested in hive tables & post implementation validation (PIV).
Skills: HIVE , Pyspark , Python , Good Communication Skills
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Rationalization of accums in Credit Authorization System (CAS)
Description: Amex is in a transformation stage and modernizing the key risk platforms. As part of Authorization Modernization Program, one of the objectives is to rationalize the usage of data in Credit Authorization System. Accums are one of the most compute intensive processes in CAS and consumes significant portion of CAS processing capacity and storage. As part of rationalization of accums in CAS, below activities are involved:

1)	Perform detailed analysis of existing accums and identify the redundant accums
2)	Platform rationalization by following the data engineering principles 
3)	Partner with Decision science and strategy teams and understand what is really required to be retained in POA 
4)	Variable implementation in RDM 
* Other soft skill  :Analytical mindset, Strong aptitude and reasoning, Good communication skills. * Expected learning : •	Develop understanding of various risk business journeys and their data needs are met through various systems
•	Learn Project Management skills collaborating with multiple team members and stakeholders
•	Enhance technical skills by working on Hive, Python, ML Studio etc.

Skills: Big Data , Environmental , HIVE , Python , SQl 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: Dynamic macro scenarios-based Credit Risk Assessment
Description: Consolidated Big Data Product for Regulatory and compliance models execution on n number of macro-economic situations for financial disclosures* Expected learning  :1.	Pyspark product development
2.	Large volume of data processing 
3.	Credit Risk assessment 
* Other soft skill :Candid communication
* Any specific courses  : Data Analytics, Big Data

Skills: HIVE , Pyspark , Python
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 3
Title: Global Accounts Monitor (GAM) consolidation in Risk Data Management (RDM)
Description: Amex is in a transformation stage and modernizing the key risk platforms. As part of Authorization Modernization Program, one of the objectives is to rationalize the usage of data in Credit Authorization System. Global Accounts Monitor (GAM) is used to get external data from Bureaus which helps in support of credit decisioning and analytics. As part of GAM consolidation in RDM, below activities are involved:

1)	Analyze the existing variables logic 
2)	Perform the data distribution analysis across markets 
3)	Partner with Decision science teams to understand the POA logic and build the logic using data at different levels
4)	Create the variable requirements to be implemented in RDM
5)	Variable implementation in RDM 
* Other soft skill  : Analytical mindset, Strong aptitude and reasoning, Good communication skills
* Expected learning  :•	Develop understanding of various risk business journeys and their data needs are met through various systems
•	Learn Project Management skills collaborating with multiple team members and stakeholders
•	Enhance technical skills by working on Hive, Python, ML Studio etc.

Skills: Big Data , Environmental , HIVE , Python , SQl 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 4
Title: RDM Indexing Portal 
Description: Classification of ODL variables (Consumer, Commercial and Fraud) into basic dimensions like Financials, Bureau, etc. Create a portal to display the information along with variable lineage/logic evolution and reason for logic change, etc.* Expected learning  :•	Develop Data and Business understanding
•	Learn Project Management skills collaborating with multiple team members
•	Enhance technical skills by working on Hive, ML Studio, etc.* Other soft  : Analytical mindset

Skills: Big Data , Environmental , HIVE , SQl 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 5
Title: Let’s R.E.A.D. (Risk Ensued Attributes Dashboard)
Description: Development of a dashboard depicting following metrics for Amex Risk derived data layers:
1)	Volumes at various data grains 
2)	Delta change in attribute values 
3)	Key risk use-cases being served
4)	Attribute implementation details 
* Other soft skill :Analytical mindset, Strong aptitude and reasoning, Good communication skills. * Expected learning  : •	Develop understanding of various risk business journeys and their data needs are met through various systems
•	Learn Project Management skills collaborating with multiple team members and stakeholders
•	Enhance technical skills by working on Hive, ML Studio, Web Dashboard designing etc

Skills: Big Data , Environmental , HIVE , ML , SQl  , website coding language
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"4982","ANS Commerce - Non tech","Gurgaon","Finance and Mgmt","-","8000","0","ContactDetailsForGirls: 
CompanyId: 4684
StartTime:  9:00AM
OnOffice: -
FieldDA: -
Medical: -
FieldTA: -
Stationary: -
StationAddress: Tower B, 3rd Floor, Unitech Cyber Park, Sector 39, Gurugram, Haryana 122003
StationFacilitiesId: 9679
FacultyId: 722
Status: Active
AccomAddressforBoys: 
SubsidizedLunch: -
Weekdays: 
OtherInfo: ...
Stipend: 8000
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
AccomAddressforGirls: 
TillTime:  5:00PM
Accomodation: -
ToOffice: -
Travel: -","Project: 0
Title: Marketing (6)+ Analytics (2)
Description: 1. Marketing-(4 nos): Skillset: Communication, Reasoning & Quantitative, Basic understanding of tool: Google Analytics, Facebook Bussiness, Google Adwords is plus.......................... 

2. Marketing- (2 nos): Interns will be building high-quality backlinks, Quora Answering, Profile Creation, Business Listings, Find Backlink Opportunities with Competitors Backlinks The study, Content Sharing, Social Bookmarking, 
Skillset Required: Analytical Skills, Functional knowledge of Excel, Basic knowledge of PowerPoint, Strong communication, Ability to learn and give suggestions................

3. Analytics (2 nos)- Description: Interns will be interacting with the leading brands across sectors, analyzing data, and suggesting process improvement.
Skillset Required: Data-Driven, Functional knowledge of Excel, Basic knowledge of Powerpoint, Strong communication, Analytical knowledge, knowledge of SQL/analytical language (Python, R) 
Skills:  - 
Students Required: 8
Min CGPA: 0
Max CGPA: 0","No"
"4981","ANS Commerce - Tech","Gurgaon","Finance and Mgmt","A7","10000","0","RemarkforAccommodation: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
CompanyId: 4683
OnOffice: -
ToOffice: -
OtherInfo: -
StipendForPG: 0
TillTime:  5:00PM
FieldDA: -
Medical: -
FieldTA: -
StartTime:  9:00AM
ContactDetailsForBoys: 
Accomodation: -
Stationary: -
Travel: -
Weekdays: 
FacultyId: 0
Stipend: 10000
AccomAddressforGirls: 
Status: Active
SubsidizedLunch: -
StationAddress: Tower B, 3rd Floor, Unitech Cyber Park, Sector 39, Gurugram, Haryana 122003
StationFacilitiesId: 9609","Project: 0
Title: Tech
Description: Intern will be working on building on e-commerce tools, order management system, marketplaces
intelligence, inventory, and warehousing management.
Skillset required: Functional knowledge of coding (any language) and data structure, knowledge of React, PHP,
Nodejs, Ruby on Rails would be preferred.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"6140","Apnatime Tech Pvt. Ltd","Bangalore","IT","A1 , A7 , B2A1","35000","0","ContactDetailsForBoys: 
StartTime:  9:00AM
FieldDA: -
Medical: -
FacultyId: 0
StipendForPG: 0
RemarkforAccommodation: 
Stationary: -
SubsidizedLunch: -
OtherInfo: -
StationFacilitiesId: 9800
Stipend: 35000
TillTime:  6:00PM
Accomodation: Students to make their own arrangements
ToOffice: -
Weekdays: Saturday , Sunday
AccomAddressforBoys: 
CompanyId: 5841
Status: Active
OnOffice: -
FieldTA: -
Travel: -
StationAddress: B Block, 30/1, Vaishnavi Silicon Terraces, Hosur Main Road, Adugodi, Bengaluru - 560095
ContactDetailsForGirls: 
AccomAddressforGirls:","Project: 0
Title: TBD
Description: Expected learning:Remote Work
Full execution of project as per SDLC

Skills:  Android/IOS systems , Python
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5012","Apollo Tyres","Gurgaon","IT","Any","20000","0","AccomAddressforGirls: 
StartTime:  9:00AM
OnOffice: -
FieldDA: -
StationFacilitiesId: 9801
ContactDetailsForBoys: 
Travel: -
Medical: -
SubsidizedLunch: -
StipendForPG: 0
ContactDetailsForGirls: 
AccomAddressforBoys: 
TillTime:  5:00PM
Status: Active
Accomodation: Students to make their own arrangements
Stipend: 20000
FacultyId: 0
Weekdays: Sunday
ToOffice: -
Stationary: -
FieldTA: -
StationAddress: Apollo House, 7 Institutional  Area, Sector 32, Gurgaon - 122001, India
OtherInfo: -
RemarkforAccommodation: 
CompanyId: 4715","Project: 0
Title: Service Network Engagement Pla  orm (Digital)
Description: Business Requirement Document
· Technical Feasibility Assessment.
· Prototype Assessment
· Design and Architecture creation
· Data Structure Creation
· Testing.
· Deployment planning
Skills:  Interface Design , App Development , Backend developer , business , Familiarity with cross-platform , Good  Programming skills
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"3255","Apple India Pvt Limited","Hyderabad","IT","A3 , A7 , AA","65000","0","Stipend: 65000
FacultyId: 0
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
CompanyId: 2976
Weekdays: 
StationAddress: Apple, Hyderabad
OtherInfo: -
StationFacilitiesId: 9493
ContactDetailsForGirls: 
Stationary: -
SubsidizedLunch: -
AccomAddressforGirls: 
Status: Active
Accomodation: -
OnOffice: -
AccomAddressforBoys: 
StartTime:  9:00AM
TillTime:  5:00PM
ToOffice: -
FieldDA: -
Medical: -
FieldTA: -
Travel: -","Project: 0
Title: -
Description: -
Skills:  - 
Students Required: 10
Min CGPA: 0
Max CGPA: 0","No"
"6085","Applicate IT Solutions Pvt Ltd","Gurgaon","IT","A7 , C6","25000","0","RemarkforAccommodation: 
TillTime:  7:30PM
ToOffice: -
FieldTA: -
StartTime:  9:30AM
OnOffice: -
FieldDA: -
Travel: -
OtherInfo: -
StipendForPG: 0
CompanyId: 5786
Status: Active
Accomodation: -
Stationary: -
SubsidizedLunch: -
AccomAddressforGirls: 
Medical: -
StationFacilitiesId: 9619
Stipend: 25000
FacultyId: 0
ContactDetailsForBoys: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
Weekdays: Saturday , Sunday
StationAddress: 706-707, 7th

Floor, IRIS Tech

Park, Sector – 48, Gurgaon-
122018","Project: 0
Title: Data Science 
Description: *Understand business domain and solve business use cases using Computer vision/Machine
learning/AI/Analytics.
*Proficiency in Python, Pandas, Numpy, TensorFlow coding.
* Understanding of REST APIs is desirable
*Develop machine learning applications according to requirements.
*Perform statistical analysis and fine-tuning using test results.
*Select appropriate datasets and data representation methods.
* Train and retrain systems when necessary.
* Should be good at understanding and programming complex logical programs.• Flexible and proactive/self-motivated working style with strong personal ownership of problem
resolution.
* Should be a story teller – explain data and analysis along with business impact.
*Ability to solve problems.
* Good interpersonal skills to work with people and customers.
*Excellent in programming and Statistics.
* Good understanding of Image processing.
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Front End Development
Description: * Excellent knowledge of React Native, React, Redux, HTML5, CSS3, JavaScript
* Knowledge of Object Oriented JavaScript (OOJS), JavaScript libraries and their practical uses
in building complex interactive experiences
*Knowledge of fluid grids, and building responsive/adaptive websites using Bootstrap etc.
* Knowledge of client-side templating languages like Handlebars, Mustache, etc. (Preferred)* Familiarity of working with frontend build systems and automating the same using Grunt /
Gulp is a plus
*Moderate to Strong graphics manipulation/optimization skills using Photoshop* Strong, innovative, and initiative-seeking approach to problem solving and finding solutions
* Flexible and proactive/self-motivated working style with strong personal ownership of
problem resolution
* Strong communication skills with sound articulation and comprehension
* Ardent desire to explore and learn emerging interactive technologies
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: Back End Development
Description: * Sound Practical Knowledge on technologies like Javascript, Bootstrap, Java and JSP
*Good in NoSQL like MongoDB and RDBMS like MySQL
* Exposure to tools like Maven, Gradle etc would be an advantage
* Preferable knowledge on Cordova
* Should be good at understanding and programming complex logical programs
* Excellent troubleshooting abilities and ability to solve problems.
* Good interpersonal skills to work with senior and junior people
* Should be a fast learner and be able to work in a team
* Strong, innovative and initiative-seeking approach to problem solving and finding solutions
* Flexible and proactive/self-motivated working style with strong personal ownership of problem
resolution
* Strong communication skills with sound articulation and comprehension
*Ardent desire to explore and learn emerging interactive technologies
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
